Gene symbol,Gene name,Significant temporal comparisons:,logFC: 0 vs 2h,logFC: 0 vs 4h,logFC: 0 vs 6h,logFC: 0 vs 8h,logFC: 2 vs 4h,logFC: 2 vs 6h,logFC: 2 vs 8h,logFC: 4 vs 6h,logFC: 4 vs 8h,logFC: 6 vs 8h
LOC410034,uncharacterized LOC410034,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.01,-0.24,-0.28,-0.4,-0.25,-0.29,-0.41,-0.05,-0.16,0.31
LOC409023,methylthioribose-1-phosphate isomerase,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.14,-0.18,-0.48,-0.4,-0.32,-0.62,-0.54,-0.3,-0.22,0.75
LOC552140,cleavage and polyadenylation specificity factor subunit 5,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.26,-0.21,-0.48,-0.37,-0.47,-0.74,-0.63,-0.28,-0.17,0.7
LOC412708,calcyclin-binding protein,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.04,-0.16,-0.5,-0.47,-0.2,-0.54,-0.51,-0.34,-0.31,0.62
LOC725551,high mobility group protein DSP1,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.02,-0.12,-0.18,-0.19,-0.14,-0.19,-0.2,-0.06,-0.07,0.2
LOC406081,glucose oxidase,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,-0.14,0.76,0.92,1.35,0.9,1.06,1.5,0.16,0.6,-1.24
LOC724487,28 kDa heat- and acid-stable phosphoprotein,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.03,-0.11,-0.31,-0.38,-0.14,-0.34,-0.41,-0.2,-0.27,0.33
LOC411080,serine/threonine-protein kinase greatwall,0 vs 6; 0 vs 8; 2 vs 6; 2 vs 8; 6 vs 8,0.04,-0.14,-0.22,-0.37,-0.18,-0.26,-0.41,-0.08,-0.23,0.25
LOC100576956,metalloproteinase inhibitor 3,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.64,0.39,1.08,1.26,-0.26,0.44,0.62,0.69,0.87,-0.66
LOC102653832,uncharacterized LOC102653832,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.69,-0.56,-1.56,-1.84,0.13,-0.87,-1.15,-1,-1.28,1.23
LOC409759,serine-rich adhesin for platelets,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.85,0.49,1.95,2.94,-0.36,1.1,2.09,1.46,2.45,-1.53
LOC107965368,TOX high mobility group box family member 3-like,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.78,1.4,3.54,4.64,-0.38,1.76,2.85,2.14,3.24,-2.65
LOC550964,guanylate cyclase 32E,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.82,0.62,1.55,2,-0.19,0.73,1.18,0.92,1.38,-0.98
LOC100577847,uncharacterized LOC100577847,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.78,0.91,1.96,2.44,0.13,1.18,1.65,1.05,1.53,-1.7
LOC726758,uncharacterized LOC726758,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,2.59,2,4.64,6.34,-0.59,2.05,3.75,2.63,4.33,-3.26
LOC726987,uncharacterized LOC726987,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.28,0.7,2.38,3.09,-0.58,1.1,1.81,1.68,2.39,-1.56
LOC408896,semaphorin-2A,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.24,-0.22,-0.74,-0.8,0.02,-0.5,-0.56,-0.52,-0.58,0.65
LOC413386,uncharacterized LOC413386,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.96,1.37,2.56,3.15,0.4,1.6,2.19,1.19,1.78,-1.86
LOC409979,DNA replication licensing factor Mcm7,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.22,-0.21,-0.51,-0.58,0.01,-0.29,-0.36,-0.3,-0.37,0.4
LOC552395,"glucose dehydrogenase [FAD, quinone]",0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.11,0.77,2.43,3.19,-0.34,1.32,2.08,1.66,2.42,-1.52
LOC113219288,uncharacterized LOC113219288,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.67,1.44,3.3,3.84,-0.23,1.63,2.17,1.86,2.4,-2.28
LOC552523,L-threonine ammonia-lyase,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.74,0.94,1.56,2.04,0.2,0.82,1.29,0.61,1.09,-1.3
LOC100578368,uncharacterized LOC100578368,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.67,0.74,2.03,2.51,0.07,1.36,1.84,1.29,1.77,-1.49
LOC724382,cuticular protein analogous to peritrophins 3-A,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.5,0.73,3.35,4.99,-0.77,1.85,3.49,2.63,4.26,-2.78
LOC726185,uncharacterized LOC726185,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,2.78,3.19,6.59,8.12,0.41,3.81,5.34,3.4,4.93,-4.54
LOC726206,uncharacterized LOC726206,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.93,2.68,5.99,7.07,0.75,4.05,5.14,3.31,4.39,-4.26
LOC102656594,uncharacterized LOC102656594,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.31,0.23,0.81,0.97,-0.07,0.5,0.67,0.57,0.74,-0.79
LOC410526,serine protease 42,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,2.56,1.73,5.08,6.95,-0.82,2.52,4.39,3.34,5.21,-4.28
LOC410273,transcription termination factor 2,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.13,-0.14,-0.32,-0.39,-0.01,-0.2,-0.26,-0.19,-0.25,0.27
LOC100577382,targeting protein for Xklp2 homolog,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.3,-0.33,-0.63,-0.93,-0.04,-0.33,-0.63,-0.3,-0.59,0.47
LOC725882,uncharacterized LOC725882,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.68,0.12,2.44,3.99,-0.57,1.76,3.31,2.33,3.88,-2.31
LOC100578770,uncharacterized LOC100578770,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.68,0.93,2.46,3.28,0.24,1.77,2.6,1.53,2.36,-1.99
LOC102654656,uncharacterized LOC102654656,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.41,1.33,4.01,4.87,-0.09,2.6,3.46,2.69,3.55,-3.47
LOC724464,cuticular protein,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.17,1.08,3.71,4.79,-0.09,2.54,3.62,2.63,3.71,-3.83
LOC100576284,uncharacterized LOC100576284,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,3.44,2.48,5.96,7.59,-0.95,2.53,4.15,3.48,5.11,-4.82
LOC410639,alpha-methyldopa hypersensitive protein,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.03,0.58,2.95,4.29,-0.45,1.92,3.26,2.37,3.71,-2.44
LOC725469,kinesin 7A,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.21,-0.3,-0.72,-0.91,-0.09,-0.52,-0.7,-0.42,-0.61,0.62
LOC100576488,uncharacterized LOC100576488,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.53,0.28,1.97,2.74,-0.25,1.44,2.2,1.69,2.45,-1.89
LOC725391,uncharacterized LOC725391,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.33,0.54,1.56,2.26,0.21,1.22,1.93,1.01,1.72,-1.53
LOC412273,probable chitinase 10,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.18,-0.09,-0.83,-1.01,0.09,-0.65,-0.83,-0.74,-0.92,0.77
LOC413024,carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein-like,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.15,-0.05,-0.57,-0.58,0.1,-0.42,-0.44,-0.52,-0.54,0.48
LOC725164,serine-rich adhesin for platelets,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.95,0.03,1.84,2.77,-0.91,0.9,1.82,1.81,2.73,-1.57
LOC409163,uncharacterized LOC409163,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.68,1.18,3.65,5.8,-0.5,1.97,4.12,2.46,4.61,-3.33
LOC408500,endothelin-converting enzyme homolog,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.11,-0.01,0.4,0.43,-0.12,0.29,0.32,0.41,0.44,-0.4
LOC725798,protein aurora borealis,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.13,-0.14,-0.56,-0.84,-0.01,-0.43,-0.71,-0.42,-0.7,0.57
LOC408727,SET and MYND domain-containing protein 4-like,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.36,0.32,0.56,0.85,-0.03,0.2,0.5,0.24,0.53,-0.52
LOC724398,tweedle motif cuticular protein 2,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.8,0.68,3.36,5.38,-1.11,1.57,3.58,2.68,4.7,-3.07
LOC411298,UDP-glucuronosyltransferase 2C1,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.82,0.64,2.89,4.45,-0.18,2.07,3.63,2.25,3.81,-2.7
LOC102656198,serine/arginine repetitive matrix protein 1-like,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.16,1.27,3.99,4.82,0.11,2.84,3.66,2.72,3.55,-3.56
LOC725627,clotting factor B,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.47,0.18,1.32,2.19,-0.29,0.85,1.72,1.15,2.02,-1.21
LOC551711,kinesin A,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.23,-0.18,-0.5,-0.69,0.05,-0.26,-0.45,-0.31,-0.5,0.54
LOC551890,probable serine incorporator,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.09,0.16,0.26,0.48,0.07,0.17,0.39,0.1,0.32,-0.23
LOC552736,phosphoglycerate mutase 2,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.01,0.02,0.21,0.32,0,0.2,0.3,0.19,0.3,-0.22
LOC102655429,proline-rich protein 36-like,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,4.55,1.9,8.82,11.7,-2.64,4.27,7.16,6.91,9.8,-7.42
LOC411738,lutropin-choriogonadotropic hormone receptor,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.26,0.21,0.7,1.1,-0.05,0.44,0.84,0.49,0.89,-0.88
LOC413054,myeloperoxidase,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.48,0.16,1.26,2.03,-0.32,0.79,1.55,1.11,1.87,-1.21
LOC102653658,uncharacterized LOC102653658,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0,-0.27,-0.49,-0.91,-0.26,-0.48,-0.9,-0.22,-0.64,0.61
LOC409740,alpha-tocopherol transfer protein-like,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.21,0.02,3.64,5.71,-1.19,2.43,4.5,3.62,5.69,-3.77
LOC408494,uncharacterized LOC408494,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,1.02,-0.24,2.54,4.52,-1.25,1.53,3.5,2.78,4.75,-2.64
LOC413048,bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.06,-0.11,0.79,1.38,-0.17,0.73,1.32,0.9,1.49,-0.84
LOC408464,protein HGV2,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.02,-0.11,-0.32,-0.46,-0.12,-0.33,-0.47,-0.21,-0.35,0.31
LOC410559,tubulin beta chain,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.64,0.42,2.13,3.3,-0.21,1.49,2.66,1.71,2.88,-2.17
LOC100577819,uncharacterized LOC100577819,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.2,0.09,-1.15,-1.43,-0.11,-1.35,-1.63,-1.24,-1.51,1.82
LOC551910,farnesyl pyrophosphate synthase,0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,-0.06,-0.12,0.6,0.62,-0.06,0.66,0.68,0.72,0.74,-0.8
LOC413098,"glucose dehydrogenase [FAD, quinone]",0 vs 6; 0 vs 8; 2 vs 8; 4 vs 8; 6 vs 8,0.05,0.01,-0.45,-0.61,-0.04,-0.5,-0.66,-0.46,-0.62,0.54
LOC410447,importin subunit beta-1,0 vs 6; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.38,0.12,-0.38,-0.3,-0.26,-0.76,-0.68,-0.5,-0.42,0.65
LOC551966,multifunctional protein ADE2,0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,-0.2,-0.03,0.24,0.45,0.18,0.45,0.66,0.27,0.48,-0.43
LOC412209,probable cytochrome P450 6a17,0 vs 8; 2 vs 6; 2 vs 8; 4 vs 8; 6 vs 8,0.35,0.21,-0.23,-0.38,-0.15,-0.58,-0.74,-0.43,-0.59,0.76
LOC411093,testis-specific serine/threonine-protein kinase 1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,2.04,1.62,1.89,2.02,-0.42,-0.15,-0.01,0.27,0.41,-0.22
LOC102656258,nuclear RNA export factor 2-like,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.16,0.72,0.87,1,-0.44,-0.28,-0.16,0.16,0.28,0.18
LOC411262,leucine-zipper-like transcriptional regulator 1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.18,0.9,0.91,0.99,-0.29,-0.27,-0.2,0.02,0.09,0.29
LOC725596,leukocyte receptor cluster member 8 homolog,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.81,0.5,0.6,0.58,-0.31,-0.21,-0.22,0.1,0.09,0.1
LOC107965626,uncharacterized LOC107965626,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.35,0.99,1.1,1.02,-0.36,-0.25,-0.34,0.11,0.02,0.23
LOC724756,uncharacterized LOC724756,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.12,0.86,1.02,1.04,-0.26,-0.1,-0.08,0.16,0.18,0.1
LOC409107,homeobox protein 5,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.94,-0.58,-0.69,-0.88,0.36,0.26,0.06,-0.1,-0.3,-0.27
LOC102654184,plectin,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.25,1.12,1.27,1.62,-0.14,0.02,0.37,0.16,0.5,0.02
LOC551308,probable serine/threonine-protein kinase ndrD,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.71,-0.55,-0.61,-0.67,0.17,0.11,0.04,-0.06,-0.12,-0.13
LOC102655047,zinc finger protein 676,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.99,0.61,0.79,0.75,-0.38,-0.2,-0.24,0.18,0.14,0.29
LOC100577771,uncharacterized LOC100577771,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.91,0.83,1.09,1.06,-0.08,0.17,0.15,0.25,0.23,-0.18
LOC113218987,uncharacterized LOC113218987,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.21,0.75,0.95,0.77,-0.47,-0.26,-0.44,0.2,0.03,0.11
LOC411812,serine/threonine-protein kinase Doa,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.55,0.57,0.43,0.47,0.01,-0.12,-0.09,-0.13,-0.1,-0.1
LOC551133,methyltransferase-like protein 6,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.64,0.57,0.73,0.6,-0.07,0.09,-0.05,0.15,0.02,-0.22
LOC409429,meiosis regulator and mRNA stability factor 1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.46,-0.36,-0.49,-0.46,0.1,-0.04,-0,-0.13,-0.1,0.03
LOC413006,leucine-rich repeat flightless-interacting protein 2,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.46,0.25,0.29,0.35,-0.21,-0.16,-0.11,0.05,0.1,-0.01
LOC412601,mothers against decapentaplegic homolog 3,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.54,0.49,0.51,0.57,-0.05,-0.03,0.04,0.02,0.08,-0.07
LOC552371,ATP-binding cassette sub-family G member 4,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.55,0.44,0.48,0.44,-0.11,-0.08,-0.12,0.04,-0.01,-0.17
LOC113219267,uncharacterized LOC113219267,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.33,1.56,1.18,1.53,0.23,-0.15,0.2,-0.38,-0.03,0.05
LOC102656571,uncharacterized LOC102656571,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.07,1.1,1.13,1.26,0.03,0.06,0.18,0.03,0.15,-0.47
LOC107964618,uncharacterized LOC107964618,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-2.03,-2.14,-2.47,-3,-0.12,-0.44,-0.97,-0.33,-0.86,0.66
Tret1,trehalose transporter 1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.16,0.64,0.73,0.62,-0.53,-0.44,-0.54,0.09,-0.01,-0.35
LOC726447,histone H2B,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.62,-0.37,-0.34,-0.39,0.25,0.28,0.23,0.03,-0.02,-0.24
LOC113218943,uncharacterized LOC113218943,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.19,0.67,1.11,0.96,-0.51,-0.07,-0.23,0.44,0.28,-0.09
Mir281,microRNA mir-281,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,2.35,1.81,1.94,2.04,-0.54,-0.41,-0.31,0.13,0.23,-0.11
LOC725101,uncharacterized LOC725101,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.46,0.49,0.39,0.55,0.03,-0.07,0.09,-0.09,0.06,0.06
LOC107965509,uncharacterized LOC107965509,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.36,1.27,1.38,1.18,-0.09,0.02,-0.18,0.1,-0.09,-0.16
LOC413101,histone acetyltransferase Tip60,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.7,0.74,0.58,0.49,0.05,-0.12,-0.21,-0.16,-0.25,-0.13
LOC409596,uncharacterized protein KIAA0825 homolog,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.19,1.07,1.12,1.36,-0.12,-0.07,0.17,0.05,0.29,0.16
LOC726706,F-box/LRR-repeat protein 7,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.52,0.35,0.45,0.57,-0.17,-0.07,0.06,0.1,0.23,0.09
LOC113219297,uncharacterized LOC113219297,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.14,0.9,1.1,1.22,-0.23,-0.04,0.09,0.2,0.32,-0.36
LOC113219065,uncharacterized LOC113219065,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.87,1.02,0.89,1.22,0.14,0.02,0.34,-0.13,0.2,0.17
LOC412917,probable serine/threonine-protein kinase dyrk2,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.44,0.44,0.42,0.4,-0,-0.02,-0.04,-0.02,-0.04,-0.08
LOC408504,protein FAM160B1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.7,0.61,0.6,0.59,-0.09,-0.09,-0.11,-0.01,-0.02,-0.02
LOC727091,forkhead box protein O,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.76,-0.64,-0.87,-0.86,0.12,-0.11,-0.1,-0.23,-0.22,0.27
LOC113218581,uncharacterized LOC113218581,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.78,0.85,0.89,1.01,0.07,0.11,0.23,0.04,0.16,-0.08
LOC552204,"beta-1,3-glucosyltransferase",0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.51,-0.47,-0.44,-0.44,0.04,0.07,0.06,0.03,0.02,0.16
LOC102656261,uncharacterized LOC102656261,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.17,1.21,1.18,1.41,0.04,0,0.24,-0.04,0.2,0.07
LOC107964652,uncharacterized LOC107964652,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.88,0.88,0.88,0.85,-0,0,-0.02,0.01,-0.02,0.19
LOC725914,uncharacterized LOC725914,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.79,0.72,0.88,0.89,-0.07,0.09,0.09,0.16,0.16,-0.16
LOC409502,uncharacterized LOC409502,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.5,0.32,0.44,0.29,-0.17,-0.06,-0.21,0.12,-0.03,0
LOC411069,bifunctional arginine demethylase and lysyl-hydroxylase PSR,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.49,0.29,0.35,0.37,-0.19,-0.13,-0.12,0.06,0.08,0.04
LOC107964601,uncharacterized LOC107964601,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,2.2,2.46,2.92,2.86,0.26,0.73,0.66,0.47,0.41,-0.54
LOC724399,lethal(2)neighbour of Tid protein,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.64,0.51,0.6,0.8,-0.14,-0.05,0.15,0.09,0.29,-0.07
LOC552640,ammonium transporter 1-like,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.27,1.33,1.77,1.76,0.06,0.5,0.49,0.44,0.43,-0.77
LOC100577496,glutamate receptor 3,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.08,0.87,0.8,1.05,-0.2,-0.27,-0.03,-0.07,0.18,-0.35
LOC409658,uncharacterized LOC409658,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.48,0.41,0.45,0.48,-0.08,-0.04,-0,0.04,0.07,-0.13
LOC409293,uncharacterized LOC409293,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.44,1.5,1.48,1.54,0.06,0.04,0.1,-0.02,0.03,-0.35
LOC412470,MAP kinase-interacting serine/threonine-protein kinase 1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.83,1.05,0.82,0.66,0.22,-0,-0.16,-0.22,-0.38,-0.36
LOC725085,basic helix-loop-helix neural transcription factor TAP,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.59,0.37,0.56,0.54,-0.22,-0.02,-0.04,0.19,0.17,-0.14
LOC725941,zinc finger protein 800,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.82,-0.91,-0.88,-1.08,-0.09,-0.06,-0.26,0.03,-0.17,-0
LOC409595,uncharacterized LOC409595,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.5,-0.46,-0.64,-0.53,0.03,-0.14,-0.03,-0.17,-0.07,0.2
LOC100577028,insulin-like growth factor I,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.82,1.68,1.75,2.39,-0.14,-0.07,0.57,0.08,0.71,-0.15
LOC107964221,uncharacterized LOC107964221,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.02,0.93,0.91,0.94,-0.08,-0.11,-0.08,-0.03,0.01,0.08
LOC411090,tubulin--tyrosine ligase-like protein 12,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.36,0.33,0.29,0.33,-0.04,-0.08,-0.03,-0.04,0.01,0.02
LOC100577003,uncharacterized LOC100577003,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.79,0.73,0.62,0.73,-0.06,-0.17,-0.06,-0.11,0,0.18
LOC102656786,uncharacterized LOC102656786,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.73,1.45,1.38,1.14,-0.28,-0.35,-0.59,-0.08,-0.32,-0.38
LOC725965,insulinoma-associated protein 1-like,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-1.19,-1.43,-1.66,-1.92,-0.24,-0.47,-0.73,-0.23,-0.49,0.02
LOC413817,inositol-trisphosphate 3-kinase homolog,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.97,-1.22,-0.89,-0.98,-0.25,0.07,-0.01,0.32,0.24,-0.26
LOC100579007,tetratricopeptide repeat protein 25,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.03,0.96,1.32,0.99,-0.07,0.29,-0.04,0.37,0.03,-0.37
LOC100578928,calcium and integrin-binding protein 1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.92,0.84,0.93,0.73,-0.08,0.01,-0.2,0.09,-0.12,-0.46
LOC100578530,E3 SUMO-protein ligase NSE2,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.95,-0.67,-0.84,-0.75,0.28,0.11,0.2,-0.17,-0.08,0.23
LOC409966,dexamethasone-induced Ras-related protein 1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.78,0.95,1.2,1.16,0.17,0.41,0.37,0.24,0.21,-0.46
LOC113219187,uncharacterized LOC113219187,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.97,0.71,0.62,1,-0.25,-0.35,0.03,-0.1,0.29,0.36
LOC409222,cyclin G,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.47,0.48,0.42,0.46,0.01,-0.05,-0.01,-0.06,-0.02,-0.17
LOC413688,DNA-directed RNA polymerase III subunit RPC5,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,-0.55,-0.55,-0.5,-0.67,-0,0.05,-0.12,0.05,-0.11,0.01
LOC410269,probable multidrug resistance-associated protein lethal(2)03659,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.53,0.48,0.47,0.37,-0.05,-0.07,-0.16,-0.02,-0.11,-0.27
LOC100577719,uncharacterized LOC100577719,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.67,0.49,0.82,0.8,-0.18,0.15,0.13,0.33,0.31,-0.33
LOC409707,zwei Ig domain protein zig-8,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.77,0.6,0.7,0.9,-0.17,-0.07,0.13,0.1,0.3,0.04
LOC100576435,shootin-1,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,0.59,0.57,0.7,0.61,-0.01,0.12,0.03,0.13,0.04,-0.18
LOC725978,translation initiation factor IF-2,0 vs 2; 0 vs 4; 0 vs 6; 0 vs 8,1.46,2.12,1.56,1.86,0.66,0.1,0.4,-0.56,-0.26,-0.29
